analysis_id	region_id	region_kind	chromosome	start	end	source_genome_build	target_id	target_label	lead_variant_id	pvalue_threshold	n_variants_retained	region_policy_id
GCST90240123	GCST90240123__suggestive__020	suggestive_trans	13	103205908	103205908	GRCh38	""	""	rs73573642	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240123	GCST90240123__suggestive__021	suggestive_trans	14	50433357	50433357	GRCh38	""	""	rs143703910	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240123	GCST90240123__suggestive__022	suggestive_trans	14	50614969	50614969	GRCh38	""	""	rs151142907	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240123	GCST90240123__suggestive__023	suggestive_trans	14	50727297	50727297	GRCh38	""	""	rs141552992	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240123	GCST90240123__suggestive__024	suggestive_trans	16	7055832	7055832	GRCh38	""	""	rs34539602	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240123	GCST90240123__suggestive__025	suggestive_trans	16	35643344	35643344	GRCh38	""	""	rs55872932	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240123	GCST90240123__suggestive__026	suggestive_trans	17	4371834	4371834	GRCh38	""	""	rs77171544	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240123	GCST90240123__suggestive__027	suggestive_trans	17	57550125	57550125	GRCh38	""	""	rs146799173	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240123	GCST90240123__suggestive__028	suggestive_trans	21	26717774	26717774	GRCh38	""	""	rs145784905	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__cis__001	cis	1	25863149	27864456	GRCh38	ENSG00000175793	SFN	""	""	4830	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__sig_trans__001	significant_trans	4	185218785	187257633	GRCh38	""	""	""	5e-08	9679	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__sig_trans__002	significant_trans	8	133134050	135134050	GRCh38	""	""	""	5e-08	9012	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__001	suggestive_trans	1	152618937	152618937	GRCh38	""	""	rs1853806	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__002	suggestive_trans	2	4355339	4355339	GRCh38	""	""	rs2314702	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__003	suggestive_trans	2	183634997	183634997	GRCh38	""	""	rs12693351	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__004	suggestive_trans	2	234972123	234972123	GRCh38	""	""	rs111817009	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__005	suggestive_trans	3	117029480	117029480	GRCh38	""	""	rs151244741	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__006	suggestive_trans	4	93666396	93666396	GRCh38	""	""	rs149640868	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__007	suggestive_trans	5	150291213	150291213	GRCh38	""	""	rs77429758	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__008	suggestive_trans	6	77025638	77025638	GRCh38	""	""	rs185668545	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__009	suggestive_trans	6	77128336	77128336	GRCh38	""	""	rs79517712	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__010	suggestive_trans	6	141935593	141935593	GRCh38	""	""	rs11355259	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__011	suggestive_trans	7	9872514	9872514	GRCh38	""	""	rs141898419	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__012	suggestive_trans	11	59836421	59836421	GRCh38	""	""	rs558660	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__013	suggestive_trans	11	76191874	76191874	GRCh38	""	""	rs202076297	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__014	suggestive_trans	11	86666307	86666307	GRCh38	""	""	rs556154891	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__015	suggestive_trans	12	25378059	25378059	GRCh38	""	""	rs577201063	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__016	suggestive_trans	12	116733463	116733463	GRCh38	""	""	rs182548032	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__017	suggestive_trans	13	71116214	71116214	GRCh38	""	""	rs117630851	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__018	suggestive_trans	14	73187618	73187618	GRCh38	""	""	rs76809297	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__019	suggestive_trans	15	70540532	70540532	GRCh38	""	""	rs546332606	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__020	suggestive_trans	15	100603790	100603790	GRCh38	""	""	rs12442691	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__021	suggestive_trans	16	854551	854551	GRCh38	""	""	rs4984948	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__022	suggestive_trans	16	23766000	23766000	GRCh38	""	""	rs142573043	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__023	suggestive_trans	17	31979066	31979066	GRCh38	""	""	rs180833070	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__024	suggestive_trans	17	32190818	32190818	GRCh38	""	""	rs144468302	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__025	suggestive_trans	17	76467306	76467306	GRCh38	""	""	rs4238989	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__026	suggestive_trans	18	8418986	8418986	GRCh38	""	""	rs34698872	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__027	suggestive_trans	19	999440	999440	GRCh38	""	""	rs112661396	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__028	suggestive_trans	19	47707464	47707464	GRCh38	""	""	rs76376053	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__029	suggestive_trans	20	61557843	61557843	GRCh38	""	""	rs16985218	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240124	GCST90240124__suggestive__030	suggestive_trans	22	38540559	38540559	GRCh38	""	""	rs192203931	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__cis__001	cis	2	8583334	10639472	GRCh38	ENSG00000134308	YWHAQ	""	""	8105	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__001	suggestive_trans	1	66320943	66320943	GRCh38	""	""	rs115190342	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__002	suggestive_trans	1	112346016	112346016	GRCh38	""	""	rs148815603	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__003	suggestive_trans	2	7217597	7217597	GRCh38	""	""	rs62104666	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__004	suggestive_trans	2	18076744	18076744	GRCh38	""	""	rs538509000	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__005	suggestive_trans	2	24899284	24899284	GRCh38	""	""	rs77458009	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__006	suggestive_trans	2	25014809	25014809	GRCh38	""	""	rs115327776	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__007	suggestive_trans	2	61421795	61421795	GRCh38	""	""	rs561759824	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__008	suggestive_trans	2	199099349	199099349	GRCh38	""	""	rs575354780	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__009	suggestive_trans	2	199476425	199476425	GRCh38	""	""	rs140847435	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__010	suggestive_trans	3	55976674	55976674	GRCh38	""	""	rs11713228	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__011	suggestive_trans	3	124903751	124903751	GRCh38	""	""	rs139790197	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__012	suggestive_trans	5	146484288	146484288	GRCh38	""	""	rs186131299	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__013	suggestive_trans	6	14021975	14021975	GRCh38	""	""	rs192034050	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__014	suggestive_trans	6	48534667	48534667	GRCh38	""	""	rs144646606	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__015	suggestive_trans	6	52421890	52421890	GRCh38	""	""	rs80167352	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__016	suggestive_trans	6	56584341	56584341	GRCh38	""	""	rs9396222	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__017	suggestive_trans	6	93839950	93839950	GRCh38	""	""	rs148568423	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__018	suggestive_trans	7	24199597	24199597	GRCh38	""	""	rs191472187	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__019	suggestive_trans	8	106415597	106415597	GRCh38	""	""	rs750591654	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__020	suggestive_trans	8	109814400	109814400	GRCh38	""	""	rs4504598	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__021	suggestive_trans	9	4046687	4046687	GRCh38	""	""	rs78271766	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__022	suggestive_trans	9	35883857	35883857	GRCh38	""	""	rs202019001	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__023	suggestive_trans	11	1262801	1262801	GRCh38	""	""	rs56052107	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__024	suggestive_trans	11	13025083	13025083	GRCh38	""	""	rs78227821	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__025	suggestive_trans	11	46757130	46757130	GRCh38	""	""	rs78079253	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__026	suggestive_trans	11	97131971	97131971	GRCh38	""	""	rs1793356	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__027	suggestive_trans	12	30394137	30394137	GRCh38	""	""	rs139866498	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__028	suggestive_trans	12	100467326	100467326	GRCh38	""	""	rs4764979	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__029	suggestive_trans	14	50402753	50402753	GRCh38	""	""	rs780142490	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__030	suggestive_trans	14	77630306	77630306	GRCh38	""	""	rs372111843	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__031	suggestive_trans	14	102915701	102915701	GRCh38	""	""	rs2224234	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__032	suggestive_trans	15	94031940	94031940	GRCh38	""	""	rs1479812	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__033	suggestive_trans	16	64287895	64287895	GRCh38	""	""	rs148175548	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__034	suggestive_trans	17	70489752	70489752	GRCh38	""	""	rs141390656	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__035	suggestive_trans	18	47266831	47266831	GRCh38	""	""	rs144495519	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__036	suggestive_trans	19	44830577	44830577	GRCh38	""	""	rs4803760	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240125	GCST90240125__suggestive__037	suggestive_trans	19	44932959	44932959	GRCh38	""	""	rs7260330	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__cis__001	cis	8	99914526	101953397	GRCh38	ENSG00000164924	YWHAZ	""	""	6572	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__sig_trans__001	significant_trans	17	56549480	58568334	GRCh38	""	""	""	5e-08	6420	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__sig_trans__002	significant_trans	19	52802144	54836078	GRCh38	""	""	""	5e-08	10630	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__001	suggestive_trans	1	60113665	60113665	GRCh38	""	""	rs61248406	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__002	suggestive_trans	1	160828912	160828912	GRCh38	""	""	rs78228765	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__003	suggestive_trans	2	197330712	197330712	GRCh38	""	""	rs75314093	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__004	suggestive_trans	2	197483092	197483092	GRCh38	""	""	rs182642081	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__005	suggestive_trans	2	197604922	197604922	GRCh38	""	""	rs77000173	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__006	suggestive_trans	2	197720999	197720999	GRCh38	""	""	rs561982816	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__007	suggestive_trans	2	197870095	197870095	GRCh38	""	""	rs551179090	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__008	suggestive_trans	2	198043035	198043035	GRCh38	""	""	rs146156006	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__009	suggestive_trans	2	207081000	207081000	GRCh38	""	""	rs142412202	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__010	suggestive_trans	2	239578555	239578555	GRCh38	""	""	rs59626274	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__011	suggestive_trans	3	18632574	18632574	GRCh38	""	""	rs10212389	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__012	suggestive_trans	3	124734262	124734262	GRCh38	""	""	rs546586435	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__013	suggestive_trans	3	187223641	187223641	GRCh38	""	""	rs11720718	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__014	suggestive_trans	4	64244239	64244239	GRCh38	""	""	rs114509754	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__015	suggestive_trans	4	123004138	123004138	GRCh38	""	""	rs138881836	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__016	suggestive_trans	4	160217229	160217229	GRCh38	""	""	rs146309770	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__017	suggestive_trans	5	59540517	59540517	GRCh38	""	""	rs16889948	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__018	suggestive_trans	6	39926889	39926889	GRCh38	""	""	rs2984440	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__019	suggestive_trans	6	166700561	166700561	GRCh38	""	""	rs6911624	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__020	suggestive_trans	7	81584814	81584814	GRCh38	""	""	rs2367532	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__021	suggestive_trans	7	82428099	82428099	GRCh38	""	""	rs565593611	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__022	suggestive_trans	7	103912006	103912006	GRCh38	""	""	rs802785	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__023	suggestive_trans	7	153335902	153335902	GRCh38	""	""	rs73728975	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__024	suggestive_trans	8	12831170	12831170	GRCh38	""	""	rs10087837	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__025	suggestive_trans	8	122619089	122619089	GRCh38	""	""	rs56133770	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__026	suggestive_trans	8	139909468	139909468	GRCh38	""	""	rs149721368	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__027	suggestive_trans	10	106569349	106569349	GRCh38	""	""	rs747565591	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__028	suggestive_trans	12	17569410	17569410	GRCh38	""	""	rs189889989	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__029	suggestive_trans	13	98941966	98941966	GRCh38	""	""	rs138995124	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__030	suggestive_trans	14	101918233	101918233	GRCh38	""	""	rs74081680	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__031	suggestive_trans	15	47435736	47435736	GRCh38	""	""	rs74787996	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__032	suggestive_trans	15	76370274	76370274	GRCh38	""	""	rs182708681	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__033	suggestive_trans	15	76951155	76951155	GRCh38	""	""	rs74973371	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__034	suggestive_trans	15	89064471	89064471	GRCh38	""	""	rs192299464	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__035	suggestive_trans	16	7362807	7362807	GRCh38	""	""	rs72771103	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__036	suggestive_trans	16	26836474	26836474	GRCh38	""	""	rs7186574	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__037	suggestive_trans	17	28157148	28157148	GRCh38	""	""	rs71372363	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__038	suggestive_trans	17	47069350	47069350	GRCh38	""	""	rs117054763	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__039	suggestive_trans	18	47348085	47348085	GRCh38	""	""	rs28638450	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240126	GCST90240126__suggestive__040	suggestive_trans	21	14804859	14804859	GRCh38	""	""	rs141954382	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__cis__001	cis	4	173453668	175523154	GRCh38	ENSG00000164120	HPGD	""	""	8238	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__sig_trans__001	significant_trans	14	93006387	95469885	GRCh38	""	""	""	5e-08	10556	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__sig_trans__002	significant_trans	19	52816370	54836078	GRCh38	""	""	""	5e-08	10533	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__001	suggestive_trans	1	3996404	3996404	GRCh38	""	""	rs28609919	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__002	suggestive_trans	1	162486270	162486270	GRCh38	""	""	rs776360142	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__003	suggestive_trans	1	170432945	170432945	GRCh38	""	""	rs1576975	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__004	suggestive_trans	1	231248191	231248191	GRCh38	""	""	rs151314464	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__005	suggestive_trans	1	241254910	241254910	GRCh38	""	""	rs115221246	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__006	suggestive_trans	2	20857187	20857187	GRCh38	""	""	rs75319532	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__007	suggestive_trans	2	65056838	65056838	GRCh38	""	""	rs74181299	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__008	suggestive_trans	4	3818896	3818896	GRCh38	""	""	rs112573299	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__009	suggestive_trans	4	6825739	6825739	GRCh38	""	""	rs13129245	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__010	suggestive_trans	4	14844118	14844118	GRCh38	""	""	rs191366365	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__011	suggestive_trans	4	153785492	153785492	GRCh38	""	""	rs544670811	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__012	suggestive_trans	4	188288754	188288754	GRCh38	""	""	rs188776844	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__013	suggestive_trans	5	6528025	6528025	GRCh38	""	""	rs76705230	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__014	suggestive_trans	5	32954592	32954592	GRCh38	""	""	rs2331103	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__015	suggestive_trans	5	97703375	97703375	GRCh38	""	""	rs139702764	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__016	suggestive_trans	5	150914310	150914310	GRCh38	""	""	rs11745241	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__017	suggestive_trans	6	17995832	17995832	GRCh38	""	""	rs142991347	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__018	suggestive_trans	6	22849703	22849703	GRCh38	""	""	rs150693202	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__019	suggestive_trans	7	56137374	56137374	GRCh38	""	""	rs78106312	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__020	suggestive_trans	9	7513589	7513589	GRCh38	""	""	rs10511477	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__021	suggestive_trans	9	29919133	29919133	GRCh38	""	""	rs9408157	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__022	suggestive_trans	9	83561415	83561415	GRCh38	""	""	rs7028245	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__023	suggestive_trans	9	110787888	110787888	GRCh38	""	""	rs2766999	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__024	suggestive_trans	10	26509306	26509306	GRCh38	""	""	rs787030	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__025	suggestive_trans	10	100130207	100130207	GRCh38	""	""	rs72840032	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__026	suggestive_trans	11	109747069	109747069	GRCh38	""	""	rs10563354	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__027	suggestive_trans	11	119571719	119571719	GRCh38	""	""	rs534004109	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__028	suggestive_trans	12	32905324	32905324	GRCh38	""	""	rs11052292	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__029	suggestive_trans	13	73772656	73772656	GRCh38	""	""	rs2325561	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__030	suggestive_trans	16	69580225	69580225	GRCh38	""	""	rs147285080	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__031	suggestive_trans	16	69844935	69844935	GRCh38	""	""	rs11862697	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__032	suggestive_trans	16	80779771	80779771	GRCh38	""	""	rs116860114	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__033	suggestive_trans	18	5903699	5903699	GRCh38	""	""	rs10502334	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__034	suggestive_trans	18	52935225	52935225	GRCh38	""	""	rs73458982	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
